country_name,year,country_code,literacy_rate_adult_female_of_females_ages_15_and_above,literacy_rate_adult_male_of_males_ages_15_and_above,literacy_rate_adult_total_of_people_ages_15_and_above,literacy_rate_youth_male_of_males_ages_1524,literacy_rate_youth_total_of_people_ages_1524,number_of_deaths_ages_1014_years,number_of_deaths_ages_1519_years,number_of_deaths_ages_2024_years,number_of_deaths_ages_59_years,number_of_infant_deaths,number_of_infant_deaths_female,number_of_infant_deaths_male,number_of_maternal_deaths,number_of_neonatal_deaths,number_of_stillbirths,total_alcohol_consumption_per_capita_female_liters_of_pure_alco,total_alcohol_consumption_per_capita_male_liters_of_pure_alcoho,tuberculosis_death_rate_per_100000_people,unemployment_female_of_female_labor_force,unemployment_male_of_male_labor_force,unemployment_total_of_total_labor_force,capital_health_expenditure_of_gdp,cause_of_death_by_communicable_diseases_and_maternal_prenatal_a,cause_of_death_by_injury_of_total,cause_of_death_by_noncommunicable_diseases_of_total,children_014_living_with_hiv,children_ages_014_newly_infected_with_hiv,condom_use_population_ages_1524_female_of_females_ages_1524,condom_use_population_ages_1524_male_of_males_ages_1524,consumption_of_iodized_salt_of_households,contraceptive_prevalence_any_methods_of_women_ages_1549,contraceptive_prevalence_modern_methods_of_women_ages_1549,current_health_expenditure_of_gdp,demand_for_family_planning_satisfied_by_any_methods_of_married_,demand_for_family_planning_satisfied_by_modern_methods_of_marri,diabetes_prevalence_of_population_ages_20_to_79,exclusive_breastfeeding_of_children_under_6_months,external_health_expenditure_of_current_health_expenditure,external_health_expenditure_channeled_through_government_of_ext,external_health_expenditure_per_capita_ppp_current_internationa
Oman,2006,OMN,0,0,0,0,0,75,172,201,70,603,262,341,10,329,394,0,0,0.63,8.130000114,3.799999952,4.573999882,0,0,0,0,0,0,0,0,0,0,0,2.31092191,0,0,0,0,0,0,0
Oman,2011,OMN,0,0,0,0,0,61,151,277,63,701,306,395,13,386,438,0,0,0.52,10.99699974,3.48300004,4.624000072,0,0,0,0,0,0,0,0,0,0,0,2.54776597,0,0,0,0,0,0,0
Germany,2009,DEU,0,0,0,0,0,392,1192,1868,324,2391,1046,1345,39,1588,1543,0,0,0.44,7.309000015,8.102000237,7.742000103,0,0,0,0,0,0,0,0,0,0,0,11.23758507,0,0,0,0,0,0,0
Bahrain,2013,BHR,0,0,0,0,0,15,35,67,20,139,66,73,4,67,128,0,0,0.45,4.209000111,0.528999984,1.322999954,0,0,0,0,0,0,0,0,0,0,0,4.30853891,0,0,0,0,0,0,0
Bahrain,2006,BHR,0,0,0,0,0,16,35,65,23,152,72,80,4,61,120,0,0,0.52,3.171999931,0.204999998,0.824999988,0,0,0,0,0,0,0,0,0,0,0,3.06248927,0,0,0,0,0,0,0
Belgium,2006,BEL,0,0,0,0,0,78,236,385,66,476,204,272,8,314,394,0,0,0.57,9.31400013,7.400000095,8.24600029,0,0,0,0,0,0,0,0,0,0,0,9.16210842,0,0,0,0,0,0,0
Belgium,2017,BEL,0,0,0,0,0,57,143,261,54,368,157,211,6,267,366,0,0,0.29,7.053999901,7.113999844,7.085999966,0,0,0,0,0,0,0,0,0,0,0,10.40608311,0,0,0,0,0,0,0
Iceland,2009,ISL,0,0,0,0,0,2,8,10,2,10,4,6,0,6,10,0,0,2.6,5.690999985,8.57199955,7.21999979,0,0,0,0,0,0,0,0,0,0,0,8.86763096,0,0,0,0,0,0,0
Iraq,2008,IRQ,0,0,0,0,0,3707,5300,6171,3952,28601,12535,16066,860,19900,14513,0,0,4,8.369000435,8.397000313,8.392999649,0,0,0,0,0,0,0,0,0,0,0,3.03573871,0,0,0,0,0,0,0
Iraq,2009,IRQ,0,0,0,0,0,2602,4092,4510,2967,28527,12493,16034,740,19938,14666,0,0,3.7,9.420999527,8.348999977,8.50399971,0,0,0,0,0,0,0,0,0,0,0,3.76825881,0,0,0,0,0,0,0
Israel,2006,ISR,0,0,0,0,0,73,174,267,79,602,273,329,7,368,441,0,0,0.54,11.04300022,10.42199993,10.70699978,0,0,0,0,0,0,0,0,0,0,0,6.91167355,0,0,0,0,1.43766594,0,26.94099236
Japan,2013,JPN,0,0,0,0,0,499,1305,2496,472,2285,1050,1235,55,1033,1963,0,0,2.7,3.657999992,4.250999928,4,0,0,0,0,0,0,0,0,0,0,0,10.79159355,0,0,0,0,0,0,0
Kuwait,2009,KWT,0,0,0,0,0,48,98,120,48,519,232,287,6,322,375,0,0,1.5,3.349999905,1.027999997,1.639999986,0,0,0,0,0,0,0,0,0,0,0,3.86935997,0,0,0,0,0,0,0
Kuwait,2011,KWT,0,0,0,0,0,48,98,113,48,509,227,282,6,320,380,0,0,0.83,3.635999918,1.690000057,2.21600008,0,0,0,0,0,0,0,0,0,0,0,2.61808419,0,0,0,0,0,0,0
Latvia,2013,LVA,0,0,0,0,0,16,50,110,21,108,49,59,6,67,83,0,0,5,11.13899994,12.59500027,11.86699963,0,0,0,0,0,0,0,0,0,0,0,5.39593935,0,0,0,0,0,0,0
Latvia,2014,LVA,0,0,0,0,0,16,46,101,20,98,44,54,5,60,79,0,0,3.3,9.833999634,11.8409996,10.84599972,0,0,0,0,0,0,0,0,0,0,0,5.4568367,0,0,0,0,0,0,0
Latvia,2017,LVA,0,0,0,0,0,15,39,76,16,74,33,41,4,45,72,0,0,3.2,7.673999786,9.751999855,8.715000153,0,0,0,0,0,0,0,0,0,0,0,6.00696659,0,0,0,0,0.16386911,0,2.7930069
Lebanon,2011,LBN,0,0,0,0,0,173,455,513,132,745,348,397,23,520,685,0,0,0.89,10.4630003,5.138999939,6.421999931,0,0,0,0,0,0,0,0,0,0,0,8.1471138,0,0,0,0,0.62803912,0,7.08273935
Portugal,2009,PRT,0,0,0,0,0,75,182,305,65,312,137,175,9,208,274,0,0,2.6,10.09200001,8.828000069,9.43200016,0,0,0,0,0,0,0,0,0,0,0,9.88073826,0,0,0,0,0.02769364,0,0.72506291
Portugal,2012,PRT,0,0,0,0,0,62,141,229,51,273,120,153,8,192,236,0,0,2.2,15.49699974,15.5539999,15.52700043,0,0,0,0,0,0,0,0,0,0,0,9.35394287,0,0,0,0,0.0304911,0,0.75207448
Portugal,2013,PRT,0,0,0,0,0,59,131,210,48,264,116,148,7,186,226,0,0,2.2,16.36700058,16.01000023,16.18300056,0,0,0,0,0,0,0,0,0,0,0,9.07765675,0,0,0,0,0.03101436,0,0.78425545
Switzerland,2009,CHE,0,0,0,0,0,42,132,186,33,309,138,171,5,250,182,0,0,0.35,4.519999981,3.769000053,4.116000175,0,0,0,0,0,0,0,0,0,0,0,10.37947655,0,0,0,0,0,0,0
Switzerland,2007,CHE,0,0,0,0,0,46,144,206,36,310,137,173,5,246,186,0,0,0.38,4.513000011,2.928999901,3.65199995,0,0,0,0,0,0,0,0,0,0,0,9.62940121,0,0,0,0,0,0,0
Switzerland,2008,CHE,0,0,0,0,0,44,138,196,34,309,137,172,5,249,184,0,0,0.45,3.96600008,2.819999933,3.349999905,0,0,0,0,0,0,0,0,0,0,0,9.75355244,0,0,0,0,0,0,0
Switzerland,2011,CHE,0,0,0,0,0,38,120,170,30,313,139,174,5,252,182,0,0,0.32,4.800000191,4.074999809,4.407999992,0,0,0,0,0,0,0,0,0,0,0,10.34077358,0,0,0,0,0,0,0
Switzerland,2013,CHE,0,0,0,0,0,35,108,160,29,319,142,177,5,255,189,0,0,0.24,4.918000221,4.599999905,4.747000217,0,0,0,0,0,0,0,0,0,0,0,10.83054256,0,0,0,0,0,0,0
Switzerland,2014,CHE,0,0,0,0,0,34,103,156,28,321,143,178,5,256,193,0,0,0.15,4.986000061,4.686999798,4.826000214,0,0,0,0,0,0,0,0,0,0,0,10.99387455,0,0,0,0,0,0,0
Gabon,2020,GAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.74399948,14.32999992,20.14500046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,2019,MLT,0,0,0,0,0,2,5,8,1,26,12,14,0,20,13,0,0,0.72,3.773999929,3.266000032,3.47300005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,0,0,0,0
Qatar,2019,QAT,0,0,0,0,0,16,39,71,18,148,67,81,0,90,144,0,0,0.28,0.432000011,0.037,0.090999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0
Ethiopia,2019,ETH,0,0,0,0,0,13204,20581,19663,17613,129236,54507,74729,0,98795,90323,0,0,19,2.756000042,1.493999958,2.08100009,0,0,0,0,44000,3200,0,0,0,0,0,0,0,0,4.3,0,0,0,0
Netherlands,2019,NLD,0,0,0,0,0,73,211,297,56,595,262,333,0,446,400,0,0,0.14,3.361999989,3.053999901,3.196000099,0,0,0,0,100,100,0,0,0,0,0,0,0,0,5.4,0,0,0,0
Malawi,2019,MWI,0,0,0,0,0,2258,2963,4165,4136,19238,8393,10845,0,12469,10440,0,0,14,6.617000103,4.736000061,5.652999878,0,0,0,0,65000,2500,0,0,0,0,0,0,0,0,4.5,0,0,0,0
Kazakhstan,2019,KAZ,0,0,0,0,0,428,647,1018,508,3529,1483,2046,0,1757,2040,0,0,1.6,5.222000122,4.005000114,4.590000153,0,0,0,0,500,100,0,0,0,0,0,0,0,0,6.1,0,0,0,0
Fiji,2019,FJI,0,0,0,0,0,45,55,90,36,405,179,226,0,202,161,0,0,4.4,5.320000172,3.499000072,4.100999832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7,0,0,0,0
Botswana,2019,BWA,0,0,0,0,0,109,171,460,189,1793,796,997,0,999,862,0,0,28,21.22200012,15.31799984,18.19300079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,0,0,0
Timor-Leste,2019,TLS,0,0,0,0,0,109,456,309,148,1424,630,794,0,742,498,0,0,88,6.169000149,3.187999964,4.547999859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,0,0
Madagascar,2019,MDG,0,0,0,0,0,4917,6359,6262,7793,31456,13860,17596,0,17607,14671,0,0,44,1.845999956,1.672999978,1.758000016,0,0,0,0,1700,500,0,0,0,0,0,0,0,0,4.5,0,0,0,0
Cambodia,2019,KHM,0,0,0,0,0,573,1028,1466,1057,8273,3540,4733,0,5257,4573,0,0,17,0.824000001,0.540000021,0.676999986,0,0,0,0,2900,100,0,0,0,0,0,0,0,0,6.4,0,0,0,0
Thailand,2019,THA,0,0,0,0,0,2129,5447,6464,1279,5493,2378,3115,0,3759,4098,0,0,14,0.741999984,0.763999999,0.754000008,0,0,0,0,3300,100,0,0,0,0,0,0,0,0,7,0,0,0,0
Finland,2020,FIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.323999882,6.967999935,6.65899992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liechtenstein,2014,LIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,2019,SEN,0,0,0,0,0,1907,3479,2693,2722,17911,7803,10108,0,12156,11157,0,0,16,7.446000099,6.03399992,6.604000092,0,0,0,0,3800,500,0,0,0,0,0,0,0,0,2.4,0,0,0,0
Norway,2020,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.184000015,3.421000004,3.309999943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,2020,DJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.43200016,10.2510004,10.32299995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo,2006,XKX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monaco,2020,MCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,2020,ARM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.45100021,15.91699982,16.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,2020,THA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791000009,0.813000023,0.802999973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timor-Leste,2020,TLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.277999878,3.194000006,4.603000164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,2015,SOM,0,0,0,0,0,3563,6029,6967,8414,47292,21568,25724,5000,23141,16635,0.004,0.023,76,11.3739996,11.6960001,11.62300014,0,66.7,9.6,23.8,1400,200,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,2020,ISR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.792999983,3.76699996,3.779000044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,2007,MNE,0,0,0,0,0,6,18,28,6,65,29,36,1,48,36,0,0,1.4,20.96699905,18.15800095,19.39999962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,2020,LVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.960999966,7.103000164,6.532999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,2020,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.85499954,9.079000473,9.836000443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liechtenstein,2015,LIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liechtenstein,2016,LIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,2019,ROU,0,0,0,0,0,193,414,526,150,1069,466,603,0,644,604,0,0,4.1,3.423000097,4.393000126,3.976000071,0,0,0,0,100,100,0,0,0,0,0,0,0,0,6.9,0,0,0,0
Rwanda,2019,RWA,0,0,0,0,0,1378,1558,2163,1653,10275,4559,5716,0,6261,6798,0,0,4.9,1.070000052,0.986999989,1.029999971,0,0,0,0,14000,1000,0,0,0,0,0,0,0,0,5.1,0,0,0,0
Gabon,2019,GAB,0,0,0,0,0,310,266,295,292,2075,902,1173,0,1359,940,0,0,84,28.50699997,14.29300022,20.00399971,0,0,0,0,2800,500,0,0,0,0,0,0,0,0,6,0,0,0,0
Mauritius,2019,MUS,0,0,0,0,0,16,58,95,12,183,80,103,0,130,133,0,0,1.5,9.998999596,4.506999969,6.673999786,0,0,0,0,100,100,0,0,0,0,0,0,0,0,22,0,0,0,0
Pakistan,2019,PAK,0,0,0,0,0,17567,26232,22977,23056,331594,143988,187606,0,248342,190483,0,0,19,5.596000195,4.160999775,4.453000069,0,0,0,0,6100,1500,0,0,0,0,0,0,0,0,19.9,0,0,0,0
Djibouti,2019,DJI,0,0,0,0,0,90,197,298,150,984,439,545,0,623,586,0,0,25,10.40200043,10.22399998,10.29500008,0,0,0,0,1000,100,0,0,0,0,0,0,0,0,5.1,0,0,0,0
Ghana,2019,GHA,0,0,0,0,0,3236,4598,4335,4588,29628,12803,16825,0,20399,19529,0,0,34,4.464000225,4.21600008,4.330999851,0,0,0,0,26000,3000,0,0,0,0,0,0,0,0,2.5,0,0,0,0
Italy,2019,ITA,0,0,0,0,0,275,616,929,205,1212,539,673,0,858,1070,0,0,0.53,10.8380003,9.18200016,9.887000084,0,0,0,0,500,100,0,0,0,0,0,0,0,0,5,0,0,0,0
Jamaica,2019,JAM,0,0,0,0,0,68,179,292,57,560,240,320,0,461,602,0,0,0.26,10.80700016,5.616000175,8.001999855,0,0,0,0,1000,100,0,0,0,0,0,0,0,0,11.3,0,0,0,0
Slovenia,2019,SVN,0,0,0,0,0,8,24,37,7,33,15,18,0,23,50,0,0,0.34,4.659999847,3.79399991,4.195000172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0
Iceland,2019,ISL,0,0,0,0,0,1,6,6,1,6,3,3,0,4,8,0,0,0.4,2.835000038,2.84800005,2.842000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,0,0,0
Azerbaijan,2019,AZE,0,0,0,0,0,195,329,483,268,2989,1255,1734,0,1765,1466,0,0,5.9,6.335000038,4.723999977,5.508999825,0,0,0,0,200,100,0,0,0,0,0,0,0,0,6.1,0,0,0,0
Chad,2019,TCD,0,0,0,0,0,4548,5619,5853,7568,45065,20139,24926,0,22123,18802,0,0,22,1.70599997,2.046000004,1.891000032,0,0,0,0,14000,1500,0,0,0,0,0,0,0,0,6,0,0,0,0
Bulgaria,2019,BGR,0,0,0,0,0,67,145,183,54,351,152,199,0,206,312,0,0,1.6,3.969000101,4.657000065,4.340000153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Hungary,2019,HUN,0,0,0,0,0,54,137,214,37,277,124,153,0,182,303,0,0,0.28,3.480000019,3.33100009,3.398999929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0
Panama,2019,PAN,0,0,0,0,0,120,235,408,103,1012,440,572,0,680,617,0,0,5.3,5.054999828,3.122999907,3.90199995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,0
Turkey,2019,TUR,0,0,0,0,0,1420,2693,3097,1203,11272,5124,6148,0,6905,5823,0,0,0.36,16.42200089,12.04699993,13.48999977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0,0,0,0
Denmark,2019,DNK,0,0,0,0,0,21,67,105,17,201,84,117,0,187,126,0,0,0.31,5.193999767,4.65899992,4.913000107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,0,0,0,0
Estonia,2019,EST,0,0,0,0,0,9,23,28,7,25,11,14,0,14,29,0,0,0.98,4.96600008,5.254000187,5.114999771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0
Belgium,2019,BEL,0,0,0,0,0,55,133,237,52,340,145,195,0,249,354,0,0,0.29,5.136000156,5.977000237,5.589000225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0
Bhutan,2019,BTN,0,0,0,0,0,64,78,102,30,309,137,172,0,215,127,0,0,18,3.200000048,1.751999974,2.342000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,0,0,0,0
Canada,2019,CAN,0,0,0,0,0,211,688,1404,144,1639,742,897,0,1285,1072,0,0,0.26,5.263000011,5.835999966,5.56400013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0
China,2019,CHN,0,0,0,0,0,16111,22316,44112,16167,112595,49499,63096,0,63895,92170,0,0,2.2,3.726999998,4.78000021,4.320000172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,0,0,0,0
Croatia,2019,HRV,0,0,0,0,0,23,56,97,21,148,65,83,0,105,109,0,0,0.96,8.644000053,5.449999809,6.934999943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0
Cyprus,2019,CYP,0,0,0,0,0,6,17,35,6,23,10,13,0,16,31,0,0,0.26,8.121999741,6.547999859,7.274000168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
India,2019,IND,0,0,0,0,0,68681,99801,146669,67196,678728,322490,356238,0,522249,340622,0,0,32,5.232999802,5.386000156,5.355000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,0,0,0,0
Japan,2019,JPN,0,0,0,0,0,440,1077,1964,388,1682,779,903,0,782,1407,0,0,2.9,2.144999981,2.405999899,2.290999889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0
Kuwait,2019,KWT,0,0,0,0,0,58,88,175,55,380,169,211,0,251,325,0,0,0.77,5.524000168,1.065000057,2.181999922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,0,0,0,0
Lebanon,2019,LBN,0,0,0,0,0,110,271,339,106,720,338,382,0,485,745,0,0,1,9.880000114,5.046999931,6.229000092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,0,0,0,0
Kiribati,2019,KIR,0,0,0,0,0,10,14,20,16,129,56,73,0,72,47,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0
Oman,2019,OMN,0,0,0,0,0,75,121,248,94,892,389,503,0,477,509,0,0,0.36,11.90999985,1.322999954,2.671000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1,0,0,0,0
Poland,2019,POL,0,0,0,0,0,227,616,1162,164,1388,618,770,0,997,859,0,0,1.2,3.509000063,3.446000099,3.473999977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,0,0,0
Serbia,2019,SRB,0,0,0,0,0,69,143,210,44,383,165,218,0,265,367,0,0,0.51,13.77999973,11.80900002,12.68599987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
Sweden,2019,SWE,0,0,0,0,0,47,127,262,36,248,109,139,0,165,293,0,0,0.23,6.21999979,6.710000038,6.475999832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0
Bhutan,2020,BTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.303999901,1.764000058,2.390000105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,2005,SOM,0,0,0,0,0,3026,4678,5541,8608,48898,22467,26431,5100,21941,14920,0.018,0.12,70,11.22599983,11.79300022,11.67000008,0,0,0,0,1600,500,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,2020,TJK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.833000183,11.6789999,10.98900032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,2020,TGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.516000032,2.486999989,2.005000114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,2020,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.227999926,2.426000118,2.338999987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,2020,BEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.059999943,1.986999989,2.023000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,2017,MNE,0,0,0,0,0,4,11,19,4,18,8,10,0,12,28,0,0,0.2,16.9470005,15.37899971,16.07099915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,2015,MNE,0,0,0,0,0,4,11,19,5,23,11,12,0,16,31,4.74,17.42,0.2,17.30599976,17.73900032,17.54400063,0,1.5,3.7,94.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo,2014,XKX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mali,2020,MLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.045999527,6.793000221,7.34100008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,2020,LTU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.059999943,6.462999821,6.261000156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,2020,LUX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84100008,4.737999916,5.243999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,2018,SOM,0,0,0,0,0,3591,6113,7537,8059,46561,21186,25375,0,23601,17452,0.002,0.016,67,11.00800037,11.36200047,11.27999973,0,0,0,0,1200,200,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,2020,HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.519000053,3.410000086,3.460000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malawi,2020,MWI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.650000095,4.749000072,5.673999786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,2020,PAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97300005,3.046000004,3.825000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,2020,BDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986000001,1.860999942,1.407999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo,2013,XKX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liechtenstein,2020,LIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo,2015,XKX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,2020,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,7.06099987,6.673999786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020,IRQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.47400093,10.02999973,12.82499981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo,2017,XKX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,2020,ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.763000011,1.488999963,2.082000017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,2020,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06400013,5.725999832,5.412000179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,2020,IDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.699999809,4.921999931,4.835000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,2020,DNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.138000011,4.583000183,4.846000195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,2020,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.579999924,5.309000015,5.933000088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,2020,SEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.774000168,5.931000233,6.676000118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,2020,SOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.13500023,11.47999954,11.39999962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,2020,GHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.664000034,4.375,4.508999825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
