country_name,year,country_code,literacy_rate_adult_female_of_females_ages_15_and_above,literacy_rate_adult_male_of_males_ages_15_and_above,literacy_rate_adult_total_of_people_ages_15_and_above,literacy_rate_youth_male_of_males_ages_1524,literacy_rate_youth_total_of_people_ages_1524,number_of_deaths_ages_1014_years,number_of_deaths_ages_1519_years,number_of_deaths_ages_2024_years,number_of_deaths_ages_59_years,number_of_infant_deaths,number_of_infant_deaths_female,number_of_infant_deaths_male,number_of_maternal_deaths,number_of_neonatal_deaths,number_of_stillbirths,total_alcohol_consumption_per_capita_female_liters_of_pure_alco,total_alcohol_consumption_per_capita_male_liters_of_pure_alcoho,tuberculosis_death_rate_per_100000_people,unemployment_female_of_female_labor_force,unemployment_male_of_male_labor_force,unemployment_total_of_total_labor_force,capital_health_expenditure_of_gdp,cause_of_death_by_communicable_diseases_and_maternal_prenatal_a,cause_of_death_by_injury_of_total,cause_of_death_by_noncommunicable_diseases_of_total,children_014_living_with_hiv,children_ages_014_newly_infected_with_hiv,condom_use_population_ages_1524_female_of_females_ages_1524,condom_use_population_ages_1524_male_of_males_ages_1524,consumption_of_iodized_salt_of_households,contraceptive_prevalence_any_methods_of_women_ages_1549,contraceptive_prevalence_modern_methods_of_women_ages_1549,current_health_expenditure_of_gdp,demand_for_family_planning_satisfied_by_any_methods_of_married_,demand_for_family_planning_satisfied_by_modern_methods_of_marri,diabetes_prevalence_of_population_ages_20_to_79,exclusive_breastfeeding_of_children_under_6_months,external_health_expenditure_of_current_health_expenditure,external_health_expenditure_channeled_through_government_of_ext,external_health_expenditure_per_capita_ppp_current_internationa
Cuba,2007,CUB,0,0,0,0,0,162,347,459,139,671,289,382,48,400,1034,0,0,0.35,1.871000051,1.736999989,1.787999988,0.34401098,0,0,0,100,100,0,0,0,77.1,0,10.96749115,0,0,0,0,0.1101175,5.647778195,2.02923656
Nicaragua,2012,NIC,0,0,0,0,0,297,571,823,226,2561,1092,1469,150,1800,1693,0,0,3.2,5.802000046,4.842000008,5.208000183,0.29057571,0,0,0,500,100,0,0,0,80.4,77.4,7.48836899,0,92.58373,0,31.7,10.10047531,55.23897392,33.72406387
Nigeria,2017,NGA,0,0,0,0,0,39249,35475,36521,78794,555737,245692,310045,67000,268731,170259,0,0,63,9.260000229,7.676000118,8.388999939,0.13156208,0,0,0,150000,20000,0,0,0,13.4,10.8,3.75553846,0,26.34146,0,23.3,7.91092157,3.704489231,17.49185181
Spain,2014,ESP,97.48735046,98.73126984,98.09371948,99.75730896,99.72276306,202,398,613,198,1230,545,685,16,861,1043,0,0,0.61,25.4279995,23.60000038,24.44099998,0,0,0,0,100,100,0,0,0,72.7,71.7,9.09010506,0,0,0,0,0,0,0
Algeria,2012,DZA,0,0,0,0,0,1083,1852,2628,1335,20877,9564,11313,1100,15961,10615,0,0,8,17.00699997,9.569999695,10.97000027,0,0,0,0,500,100,0,0,0,55.9,48,6.00050974,0,77.2,0,0,0.03199561,67.4789835,0.25884983
Australia,2012,AUS,0,0,0,0,0,139,486,725,128,1114,492,622,18,777,826,0,0,0.15,5.326000214,5.138999939,5.223999977,0,0,0,0,100,100,0,0,0,67.75,65.12,8.67564774,0,0,0,0,0,0,0
Djibouti,2008,DJI,0,0,0,0,0,122,246,351,217,1408,633,775,69,835,725,0,0,54,10.37699986,10.0710001,10.18999958,0,0,0,0,1600,200,0,0,0,22.5,0,3.19098687,0,0,0,0,10.48653603,100,11.40389061
Kenya,2017,KEN,0,0,0,0,0,5948,7583,9513,7984,49551,21953,27598,5000,32272,29552,0,0,50,2.858999968,2.539000034,2.694999933,0,0,0,0,130000,9000,0,0,0,60.54536876,58.67624613,4.8369956,0,78.49886,0,0,15.73860645,41.5878682,24.80370331
Colombia,2015,COL,94.41581726,94.06317139,94.24504852,98.15518188,98.534729,1180,4017,5959,872,9957,4284,5673,630,6314,5718,2.39,9.36,2.8,10.84000015,6.361999989,8.298999786,0,10.3,15.6,74.1,0,0,0,0,0,81,75.9,7.52338552,92.1,86.4,0,36.1,0,0,0
Liechtenstein,2006,LIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,2018,JOR,97.83207703,98.61421204,98.22711182,99.19612122,99.34374237,365,462,598,414,2986,1318,1668,0,2045,1953,0.19,1.19,0.12,23.69300079,13.0369997,14.95899963,0,0,0,0,0,0,0,0,0,51.8,37.4,7.79041338,78.4,56.7,0,25.4,4.55275536,55.79364863,33.58798599
Indonesia,2017,IDN,0,0,0,0,0,9654,23157,23802,15770,105617,45635,59982,8600,65254,48540,0,0,36,3.921000004,4.352000237,4.184999943,0.26094228,0,0,0,0,0,0,0,0,63.6,57.2,2.86824059,85.7,77.1,0,50.7,0.54002184,68.63521828,1.90190172
Kiribati,2009,KIR,0,0,0,0,0,11,18,21,15,146,63,83,3,77,47,0,0,41,0,0,0,0.07229315,0,0,0,0,0,0,0,0,22.3,18,13.43940926,0,35.78529,0,66.4,33.60844421,93.99228778,78.96031952
Belize,2006,BLZ,0,0,0,0,0,15,34,54,15,131,58,73,5,66,70,0,0,5.9,15.07299995,6.203000069,9.390000343,0.04181381,0,0,0,0,0,0,0,0,34.3,31.5,4.51539469,0,0,0,9.3,7.03953218,35.40014589,22.93318748
Bhutan,2007,BTN,0,0,0,0,0,74,119,108,92,562,253,309,39,350,193,0,0,19,4.732999802,2.907999992,3.700000048,1.70420504,0,0,0,0,0,0,0,0,35.4,35.4,4.02995634,0,0,0,0,20.92226982,34.07801637,40.75169373
Bulgaria,2007,BGR,0,0,0,0,0,104,246,382,83,730,315,415,10,398,538,0,0,3.7,7.291999817,6.520999908,6.877999783,0.30257711,0,0,0,0,0,0,0,0,69.2,40.1,6.16035938,0,0,0,0,0,0,0
Indonesia,2007,IDN,0,0,0,0,0,12595,25621,24655,20959,154429,67359,87070,12000,94031,64869,0,0,49,9.911000252,6.953000069,8.06000042,1.19112933,0,0,0,0,0,0,0,0,61.4,57.4,2.87617064,82.4,77,0,31.2,1.62597823,33.58703228,3.58158517
Indonesia,2012,IDN,0,0,0,0,0,11237,24889,23401,18265,130247,56508,73739,11000,81867,57229,0,0,43,4.784999847,4.272999763,4.467999935,0.11291719,0,0,0,0,0,0,0,0,61.9,57.9,2.9028666,84.5,79,0,40.9,0.96472639,49.05690728,2.64503932
Indonesia,2016,IDN,93.58692169,97.17443848,95.37696838,99.68344879,99.66880798,10001,23654,23658,16081,110330,47692,62638,9000,68412,50229,0,0,37,3.86500001,4.572000027,4.301000118,0.2173647,20.7,6,73.3,0,0,0,0,0,59.4,58.2,3.08569908,0,76.98413,0,0,0.41535944,48.30848896,1.48730969
Brazil,2013,BRA,91.76496124,91.17796326,91.48423767,98.25203705,98.73667908,5284,21416,27828,3681,44302,18936,25366,1800,29693,24962,0,0,2.8,8.770999908,5.662000179,6.975999832,0.2824499,0,0,0,0,0,0,0,0,80.2,77.7,7.97721243,0,0,0,0,0.06794302,92.66914191,0.8731668
Portugal,2014,PRT,0,0,0,0,0,55,125,197,45,257,112,145,7,181,221,0,0,2.1,14.32600021,13.48400021,13.89400005,0,0,0,0,0,0,0,0,0,73.9,67.08343882,9.02365017,0,0,0,0,0.03329961,0,0.86149323
Panama,2013,PAN,0,0,0,0,0,129,344,452,120,1212,524,688,52,820,698,0,0,5.9,3.08100009,1.819000006,2.299999952,1.20780706,0,0,0,0,0,0,0,0,62.8,60.1,6.65125561,0,74.39889,0,21.5,0.35172573,75.36109239,4.70502758
Argentina,2012,ARG,99.0999527,99.11112976,99.10523224,99.14453125,99.37586975,913,2837,3530,750,8856,3898,4958,350,5588,3831,0,0,1.5,8.81099987,6.080999851,7.217000008,0.02435401,0,0,0,0,0,0,0,0,55.4,53.5,9.82726669,0,0,0,32,0.52099103,17.82609044,10.11380768
Hungary,2009,HUN,0,0,0,0,0,80,223,292,58,490,220,270,12,326,335,0,0,1.7,9.739999771,10.27400017,10.02999973,0.16123399,0,0,0,0,0,0,0,0,61.6,54,7.2392807,0,0,0,0,0,0,0
Poland,2011,POL,0,0,0,0,0,290,1106,1818,212,1913,848,1065,11,1327,1169,0,0,1.8,10.39700031,9.006999969,9.631999969,0.46739912,0,0,0,0,0,0,0,0,50.6,41.2,6.23382092,0,0,0,0,0,0,0
Belarus,2020,BLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.351999998,5.84499979,4.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,2008,IDN,89.10138702,95.38318634,92.19229889,99.53748322,99.46011353,12255,25229,24494,20381,149589,65220,84369,12000,92091,63706,0,0,48,8.107000351,6.662000179,7.209000111,1.61475742,0,0,0,0,0,0,0,0,56.6,55.2,2.61300087,0,77,0,0,1.14204419,62.52600179,2.45224476
Indonesia,2009,IDN,89.67711639,95.6470108,92.58170319,99.55003357,99.47373962,11975,25018,24068,19901,144835,63115,81720,12000,89913,62222,0,0,48,6.701000214,5.743000031,6.105999947,0.37556934,0,0,0,0,0,0,0,0,60.6,58.8,2.68494344,0,0,0,0,1.5734669,65.34814696,3.53932571
Serbia,2014,SRB,0,0,0,0,0,76,171,277,57,496,212,284,11,360,408,0,0,1.3,20.37199974,18.32999992,19.22299957,0.36844754,0,0,0,0,0,0,0,0,58.4,18.4,9.24598789,0,25.11311,0,12.8,0.55947423,81.8642488,7.56605053
Austria,2013,AUT,0,0,0,0,0,42,152,228,32,260,114,146,4,191,200,0,0,0.79,5.294000149,5.369999886,5.335000038,0.7328735,0,0,0,0,0,0,0,0,65.7,63,10.28574944,0,0,0,0,0,0,0
Bangladesh,2014,BGD,57.8609314,64.36508942,61.09329987,84.62867737,85.55473328,9224,17199,17089,10758,96509,44025,52484,6500,70921,85672,0,0,46,7.521999836,3.191999912,4.394999981,0.15371534,0,0,0,0,0,0,0,0,62.4,54.1,2.49601078,83.9,72.6,0,55.3,8.57872295,0,7.3841939
Mexico,2009,MEX,92.11624908,94.91657257,93.44187927,98.67002869,98.5246582,3597,9315,12172,2963,38594,16861,21733,1200,20818,17106,0,0,2.2,5.353000164,5.357999802,5.355999947,0.22113964,0,0,0,0,0,0,0,0,72.5,67.4,6.12978458,0,81.92588,0,18.63,0,0,0
Bangladesh,2008,BGD,0,0,0,0,0,14381,16762,16104,20212,135967,61684,74283,9000,99033,106072,0,0,53,6.734000206,3.453999996,4.267000198,0.30531448,0,0,0,0,0,0,0,0,52.64,0,2.34595656,0,0,0,0,8.51236057,0,4.72735739
Belize,2011,BLZ,0,0,0,0,0,14,38,58,13,119,53,66,4,76,67,0,0,4.3,12.81000042,5.849999905,8.425999641,0.0207815,0,0,0,0,0,0,0,0,55.2,52,5.61938047,0,73.1,0,14.7,4.07242537,21.03726858,17.9179306
Botswana,2007,BWA,0,0,0,0,0,141,269,683,258,1136,500,636,110,401,824,0,0,34,19.86000061,14.48999977,16.97200012,0.78324461,0,0,0,0,0,0,0,0,52.8,51.2,5.33311653,0,82.1,0,0,14.99626637,32.08173247,99.2461319
Canada,2006,CAN,0,0,0,0,0,283,962,1288,190,1809,809,1000,40,1360,1083,0,0,0.39,6.092000008,6.519999981,6.320000172,0.4852525,0,0,0,0,0,0,0,0,85,0,9.34515572,0,0,0,0,0,0,0
China,2017,CHN,0,0,0,0,0,16701,24283,46366,17143,134739,58777,75962,4900,77398,104717,0,0,2.6,3.846999884,4.90500021,4.440999985,0.644036,0,0,0,0,0,0,0,0,84.5,80.5,5.15119171,0,0,0,0,0.00044167,0,0.00370015
Finland,2007,FIN,0,0,0,0,0,37,143,234,31,168,74,94,3,116,135,0,0,1.1,7.191999912,6.539000034,6.854000092,0.32281476,0,0,0,0,0,0,0,0,74.22222222,68.88888889,8.08359337,0,0,0,0,0.00122285,0,0.03730081
India,2008,IND,0,0,0,0,0,107011,164578,211791,147744,1324731,640690,684041,64000,924724,617056,0,0,44,5.078999996,5.346000195,5.281000137,0.17476563,0,0,0,0,0,0,0,0,54.8,48.1,3.51468062,0,64.01062,0,0,1.8706342,84.2655007,2.52222371
Maldives,2009,MDV,0,0,0,0,0,11,18,24,9,90,39,51,5,59,58,0,0,2.2,4.622000217,3.447999954,3.828000069,0.37372068,0,0,0,0,0,0,0,0,34.7,27,10.0928812,54.8,42.6,0,45.3,5.26657057,7.846313284,59.41619873
Maldives,2017,MDV,0,0,0,0,0,6,15,28,7,55,24,31,4,40,45,0,0,2.4,5.375999928,6.153999805,5.980999947,1.94480813,0,0,0,0,0,0,0,0,18.8,14.9,9.02997589,37.4,29.8,0,63,0.07993631,100,1.07705224
Jordan,2009,JOR,0,0,0,0,0,232,330,367,295,3568,1572,1996,110,2518,2092,0,0,0.48,24.38500023,10.42199993,12.89999962,0,0,0,0,0,0,0,0,0,59.3,42,9.5021286,81.6,57.9,0,0,3.85812068,58.06451613,34.24355316
Mongolia,2008,MNG,0,0,0,0,0,129,240,421,122,1694,712,982,49,823,459,0,0,14,5.172999859,5.901000023,5.565000057,0.2436446,0,0,0,0,0,0,0,0,55.2,49.6,4.55693007,0,71.26437,0,0,5.85410833,70.53769328,19.39413452
Poland,2014,POL,0,0,0,0,0,239,855,1560,201,1647,730,917,9,1133,960,0,0,1.5,9.593000412,8.498999596,8.989999771,0,0,0,0,0,0,0,0,0,62.3,0,6.35254002,0,0,0,0,0.03795471,71.07109279,0.61743349
Belgium,2013,BEL,0,0,0,0,0,61,176,308,57,430,183,247,7,287,391,0,0,0.5,8.170000076,8.640000343,8.425000191,0,0,0,0,0,0,0,0,0,66.75316634,65.90758983,10.56154251,0,0,0,0,0,0,0
Germany,2008,DEU,0,0,0,0,0,407,1273,1935,339,2454,1071,1383,39,1648,1586,0,0,0.46,7.649000168,7.421999931,7.524000168,0,0,0,0,0,0,0,0,0,50.7,49.2,10.2510128,0,0,0,0,0,0,0
Japan,2014,JPN,0,0,0,0,0,488,1260,2380,460,2177,1003,1174,52,986,1883,0,0,2.6,3.426000118,3.729000092,3.599999905,0,0,0,0,0,0,0,0,0,54.7,39,10.83204937,0,0,0,0,0,0,0
Portugal,2006,PRT,0,0,0,0,0,89,234,416,80,369,163,206,10,234,324,0,0,3,8.911999702,6.539000034,7.646999836,0,0,0,0,0,0,0,0,0,86.8,82.5,9.1355257,0,0,0,0,0.02172668,0,0.48980042
Switzerland,2012,CHE,0,0,0,0,0,36,114,165,29,316,141,175,5,253,184,0,0,0.29,4.729000092,4.276000023,4.485000134,0,0,0,0,0,0,0,0,0,72.9,69.2,10.61796474,0,0,0,0,0,0,0
Angola,2020,AGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.631000042,6.919000149,6.774000168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,2012,AFG,0,0,0,0,0,3106,7508,7841,4841,69517,31567,37950,10000,52436,38702,0,0,44,14.81999969,10.87199974,11.50800037,0.13647778,0,0,0,500,100,0,0,0,0,13.8,7.89716816,0,0,0,0,21.17189598,21.3142821,30.34958649
Honduras,2020,HND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.757999897,4.282000065,5.229000092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monaco,2019,MCO,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0
Qatar,2020,QAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38499999,0.033,0.082000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo,2018,XKX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,2006,ECU,0,0,0,0,0,729,1414,1943,672,5902,2502,3400,290,3463,4169,0,0,7.5,4.374000072,3.023999929,3.549999952,0.24742533,0,0,0,1000,200,0,0,0,0,0,5.687222,0,0,0,0,0.94746947,13.25420908,4.34263372
Timor-Leste,2015,TLS,0,0,0,0,0,122,356,253,171,1498,667,831,57,755,492,0.82,3.17,102,5.828000069,3.292999983,4.448999882,0.33882961,47,9,43.9,0,0,0,0,0,0,0,3.95390606,0,0,0,0,31.28039932,60.54257628,101.15551
Italy,2006,ITA,0,0,0,0,0,321,1002,1521,258,2082,925,1157,14,1490,1371,0,0,0.71,8.779000282,5.425000191,6.77699995,0,0,0,0,200,100,0,0,0,0,0,8.43673038,0,0,0,0,0,0,0
Italy,2007,ITA,0,0,0,0,0,312,962,1449,252,2042,908,1134,14,1452,1347,0,0,0.68,7.842000008,4.879000187,6.074999809,0,0,0,0,200,100,0,0,0,0,0,8.13610077,0,0,0,0,0,0,0
Italy,2014,ITA,0,0,0,0,0,255,636,976,207,1567,694,873,9,1111,1332,0,0,0.49,13.79800034,11.85999966,12.68299961,0,0,0,0,200,100,0,0,0,0,0,8.86791897,0,0,0,0,0,0,0
Kazakhstan,2012,KAZ,0,0,0,0,0,385,1033,2124,444,5530,2306,3224,64,3291,2642,0,0,11,6.491000175,4.143000126,5.289999962,0.45127892,0,0,0,500,100,0,0,0,0,0,3.03725982,0,0,0,0,0.15219624,0,1.03833866
Ecuador,2015,ECU,93.25662231,95.72621918,94.45565796,99.33717346,99.12619781,640,1320,1966,506,4298,1832,2466,210,2621,3182,2.38,7.63,3.8,4.524000168,3.023000002,3.615999937,0.02866351,14.7,12.8,72.5,1000,200,0,0,0,0,0,8.58845711,0,0,0,0,0.3977403,73.06731585,3.90512538
Andorra,2009,AND,0,0,0,0,0,1,1,2,0,4,2,2,0,2,2,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.20233727,0,0,0,0,0,0,0
Bhutan,2008,BTN,0,0,0,0,0,75,116,109,83,523,235,288,36,332,183,0,0,18,4.947999954,2.66899991,3.663000107,1.59309018,0,0,0,0,0,0,0,0,0,0,3.30082774,0,0,0,0,15.00100899,67.92271252,26.42920685
Croatia,2008,HRV,0,0,0,0,0,32,108,181,28,217,96,121,4,163,156,0,0,2.3,10.34399986,7.037000179,8.529999733,0,0,0,0,0,0,0,0,0,0,0,7.725914,0,0,0,98.13041391,0,0,0
Andorra,2007,AND,0,0,0,0,0,1,2,3,1,4,2,2,0,2,2,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9255476,0,0,0,0,0,0,0
Netherlands,2012,NLD,0,0,0,0,0,97,214,307,80,637,279,358,12,481,472,0,0,0.21,6.230999947,5.472000122,5.821000099,0,0,0,0,100,100,0,0,0,0,0,10.53898716,0,0,0,0,0,0,0
Kiribati,2006,KIR,0,0,0,0,0,10,18,18,17,138,60,78,3,73,45,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.57650661,0,0,0,0,14.71540165,0.356934133,29.87566757
Algeria,2005,DZA,0,0,0,0,0,1675,2294,2967,1719,19390,8830,10560,880,13736,10706,0.22,1.39,8.8,18.0340004,14.78299999,15.27000046,0,0,0,0,200,100,0,0,0,0,0,3.2351613,0,0,0,0,0.0793326,63.89066168,0.28288755
Greece,2006,GRC,0,0,0,0,0,73,259,532,65,421,189,232,3,262,349,0,0,0.78,13.81000042,5.710000038,9.008000374,0.36995971,0,0,0,0,0,0,0,0,0,0,8.25866985,0,0,0,0,0,0,0
Mauritius,2007,MUS,0,0,0,0,0,27,55,77,21,221,95,126,9,167,161,0,0,1.2,14.38199997,5.208000183,8.475000381,0.47914764,0,0,0,100,100,0,0,0,0,0,3.57065129,0,0,0,0,0.16568857,90.60654202,0.79255086
Ecuador,2014,ECU,93.25386047,95.25717163,94.22264099,99.01074219,99.09777069,654,1353,1972,521,4393,1872,2521,220,2679,3250,0,0,3.7,4.145999908,3.069999933,3.480000019,0.73825771,0,0,0,1000,200,0,0,0,0,0,8.62127495,0,0,0,0,0.31223646,13.08651796,3.09138656
Thailand,2018,THA,92.42855835,95.20239258,93.76776123,97.69087982,98.13716888,2148,5655,6556,1341,5821,2520,3301,0,3980,4251,3.52,13.42,14,0.742999971,0.783999979,0.765999973,0,0,0,0,4000,100,0,0,0,0,0,3.79303908,0,0,0,0,0.33480215,42.56921427,2.41960478
Benin,2008,BEN,0,0,0,0,0,1958,1696,1757,4398,24832,11150,13682,1700,12206,8911,0,0,10,0.781000018,0.885999978,0.833999991,0.1505041,0,0,0,7900,1300,0,0,0,0,0,2.69258809,0,0,0,43,25.91410065,80.6507519,16.87191772
Benin,2009,BEN,0,0,0,0,0,1973,1765,1813,4378,24932,11168,13764,1700,12346,9025,0,0,10,0.990999997,0.943000019,0.967000008,0.20301256,0,0,0,7900,1200,0,0,0,0,0,2.8210001,0,0,0,0,21.97029305,78.45391955,15.02424622
Kenya,2008,KEN,0,0,0,0,0,4779,7990,11263,8231,59857,26618,33239,7500,37203,31881,0,0,78,2.677999973,2.528000116,2.598999977,0,0,0,0,230000,21000,0,0,0,0,0,6.04985666,0,0,0,0,28.7476368,6.764426192,38.39510345
Rwanda,2017,RWA,0,0,0,0,0,1415,1579,2098,1803,10821,4821,6000,960,6443,6888,0,0,5,1.113000035,1.008000016,1.062999964,0,0,0,0,17000,1000,0,0,0,0,0,6.93017101,0,0,0,0,43.05466843,65.45621802,62.00040054
Italy,2009,ITA,0,0,0,0,0,294,869,1301,241,1949,866,1083,13,1381,1325,0,0,0.7,9.222999573,6.724999905,7.749000072,0,0,0,0,200,100,0,0,0,0,0,8.95162296,0,0,0,0,0,0,0
Turkey,2012,TUR,91.60452271,98.26290131,94.9197464,99.59049988,99.01602173,1992,3216,3315,2342,17683,8158,9525,280,10125,7193,0,0,1.2,9.36400032,7.616000175,8.149000168,0,0,0,0,0,0,0,0,0,0,0,4.44444656,0,0,0,0,0,0,0
Lithuania,2017,LTU,0,0,0,0,0,22,69,134,19,107,48,59,2,66,86,0,0,5.6,5.672999859,8.49600029,7.072999954,0,0,0,0,0,0,0,0,0,0,0,6.47619867,0,0,0,0,0.15090045,39.15607416,3.23342752
Luxembourg,2012,LUX,0,0,0,0,0,2,7,10,1,14,6,8,0,9,21,0,0,0.19,5.90899992,4.528999805,5.139999866,0,0,0,0,0,0,0,0,0,0,0,5.58377266,0,0,0,0,1.52649498,0,79.0016861
Nauru,2005,NRU,0,0,0,0,0,1,1,2,1,10,4,6,0,7,5,1.16,5.68,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.30554295,0,0,0,0,2.54139709,100,13.29600716
Romania,2007,ROU,0,0,0,0,0,292,1043,1087,324,2887,1241,1646,66,1549,1067,0,0,7.7,5.407999992,7.228000164,6.413000107,0.09767646,0,0,0,1700,100,0,0,0,0,0,5.02223349,0,0,0,0,0.15762985,0,1.07083094
Timor-Leste,2017,TLS,0,0,0,0,0,116,432,297,158,1463,649,814,52,752,494,0,0,102,6.017000198,3.351999998,4.565999985,0.31805387,0,0,0,0,0,0,0,0,0,0,4.33655405,0,0,0,0,22.38880348,92.21201102,71.99668121
Guatemala,2013,GTM,72.12758636,82.72068024,77.0386734,94.18228149,91.85192108,866,2246,2782,761,10415,4508,5907,460,6157,6155,0,0,2.2,3.654999971,2.680000067,3.01699996,0.15624107,0,0,0,1700,200,0,0,0,0,0,5.68028307,0,0,0,0,2.62795353,55.92381561,10.84463501
Eritrea,2005,ERI,0,0,0,0,0,432,945,1210,508,4555,1897,2658,820,2476,2286,0.74,3.44,33,5.209000111,5.519999981,5.373000145,0,0,0,0,2400,500,0,0,0,0,0,6.8641758,0,0,0,0,52.33443832,15.67559384,47.90161514
Cameroon,2017,CMR,0,0,0,0,0,5341,6565,8235,10688,46430,20515,25915,4700,24132,17940,0,0,30,3.884000063,2.996000051,3.414000034,0.47100279,0,0,0,36000,2800,0,0,0,0,0,3.4925251,0,0,0,0,9.52723885,58.35274664,12.12774372
Cameroon,2012,CMR,0,0,0,0,0,4866,5850,7724,10513,52555,23298,29257,4800,25075,18029,0,0,36,4.478000164,3.270999908,3.836999893,0.3582167,0,0,0,48000,6100,0,0,0,0,0,4.07313347,0,0,0,0,7.85940981,0,9.67226505
Uzbekistan,2008,UZB,0,0,0,0,0,1135,1838,2710,1040,20388,8474,11914,210,12632,5898,0,0,11,4.646999836,5.06400013,4.889999866,0.00870112,0,0,0,1600,1000,0,0,0,0,0,4.79835844,0,0,0,0,1.52370942,63.13646595,3.88811064
Italy,2017,ITA,0,0,0,0,0,265,604,915,206,1339,595,744,7,951,1162,0,0,0.53,12.38799953,10.34000015,11.21100044,0,0,0,0,500,100,0,0,0,0,0,8.6777401,0,0,0,0,0,0,0
Oman,2015,OMN,86.03720856,96.63287354,93.03861237,99.43405151,99.1537323,61,129,258,76,820,358,462,16,448,476,0.19,1.03,0.42,13.21000004,2.170000076,3.631999969,0,10.8,17.3,71.9,0,0,0,0,0,0,0,4.3044014,0,0,0,0,0,0,0
Pakistan,2005,PAK,35.36751938,64.06047821,49.87363815,76.65171814,65.08657837,16540,20056,25774,23569,383511,168147,215364,12000,268446,204631,0.048,0.26,32,0.374000013,0.663999975,0.614000022,0,0,0,0,500,500,0,0,0,0,0,2.70793581,0,0,0,0,4.43329048,0,4.44219828
Argentina,2008,ARG,0,0,0,0,0,1054,2611,3140,867,10043,4396,5647,390,5915,3983,0,0,1.6,9.720000267,6.501999855,7.836999893,0.02163509,0,0,0,0,0,0,0,0,0,0,8.1826973,0,0,0,0,0.92570257,0.205157138,13.52101517
Barbados,2018,BRB,0,0,0,0,0,5,9,14,2,37,16,21,0,26,23,4.09,15.98,0.9,9.600000381,9.175000191,9.385000229,0.18790331,0,0,0,0,0,0,0,0,0,0,6.56259155,0,0,0,0,1.18787313,0,14.29946041
Guatemala,2007,GTM,0,0,0,0,0,900,2285,2984,944,12949,5623,7326,540,7133,7082,0,0,2.5,3.49000001,2.724999905,2.990999937,0.25987402,0,0,0,1900,500,0,0,0,0,0,6.35892963,0,0,0,0,2.98863673,59.94160575,12.02559662
Kiribati,2017,KIR,0,0,0,0,0,9,16,20,17,136,59,77,3,74,48,0,0,38,0,0,0,0.12531406,0,0,0,0,0,0,0,0,0,0,10.77510738,0,0,0,0,21.21818161,45.26221296,50.90818787
Iraq,2016,IRQ,76.80000305,90,83.30000305,93.40000153,90.90000153,5696,8404,10559,5333,26116,11371,14745,860,18587,14077,0,0,2.5,22.3390007,8.534999847,10.81999969,0,16.8,28.4,54.7,0,0,0,0,0,0,0,3.2278583,0,0,0,0,0.37994725,17.40708121,2.21808052
Haiti,2011,HTI,0,0,0,0,0,1303,1842,2750,2019,15685,6893,8792,1400,7819,6115,0,0,11,17.75699997,12.02400017,14.72299957,0.58975124,0,0,0,12000,1300,0,0,0,0,0,10.2313633,0,0,0,0,64.68387604,13.55369182,103.8502045
Myanmar,2017,MMR,0,0,0,0,0,2465,3573,5643,2673,35864,15749,20115,2400,22250,13956,0,0,50,2.023000002,1.228999972,1.550999999,0.39690197,0,0,0,11000,1000,0,0,0,0,0,5.09039927,0,0,0,0,9.51738834,25.35380885,27.28878593
Namibia,2005,NAM,0,0,0,0,0,284,521,746,421,2240,1008,1232,200,1157,939,0.98,4.57,69,24.63999939,19.57799911,21.96699905,0,0,0,0,16000,3000,0,0,0,0,0,10.34465313,0,0,0,0,20.38305283,46.75480679,147.5203705
Nepal,2013,NPL,0,0,0,0,0,1754,3275,3234,2360,18868,8418,10450,1400,14109,12280,0,0,69,1.302999973,1.796000004,1.534000039,0.45996451,0,0,0,1600,200,0,0,0,0,0,5.32473755,0,0,0,0,11.90593529,53.58403204,14.79181576
